x,[cell],[syringe],n_injmass,V_inj,Included,20240612_1mM_syr_run2.itc_peak,20240612_1mM_syr_run2.itc_fit
0.0181207158692034,0.000144650347845227,2.62116785368481E-06,5.43499998627794E-10,4.99999998737621E-07,0,-9442.19290793618,-16880.4964076796
0.0910405389332808,0.000143260137537573,1.30424801290765E-05,2.17399999451118E-09,1.99999999495049E-06,1,-16645.6093432973,-16801.6939333489
0.16465949733698,0.000141883208435287,2.33624177815123E-05,2.17399999451118E-09,1.99999999495049E-06,1,-16424.4255861583,-16637.1223185425
0.238977591080302,0.000140519371122576,3.35809808109921E-05,2.17399999451118E-09,1.99999999495049E-06,1,-16906.0335715735,-16397.1489064398
0.313994820163245,0.00013916843976852,4.36981692175159E-05,2.17399999451118E-09,1.99999999495049E-06,1,-16209.8065902411,-16033.8745207981
0.38971118458581,0.000137830232042664,5.37139830010838E-05,2.17399999451118E-09,1.99999999495049E-06,1,-15296.8939598921,-15460.5920115254
0.466126684347998,0.000136504569032981,6.36284221616957E-05,2.17399999451118E-09,1.99999999495049E-06,1,-14222.309651352,-14522.7765256526
0.543241319449807,0.000135191275166132,7.34414866993515E-05,2.17399999451118E-09,1.99999999495049E-06,1,-12993.925353835,-12981.8877428033
0.621055089891239,0.000133890178129952,8.31531766140515E-05,2.17399999451118E-09,1.99999999495049E-06,1,-10939.5977065809,-10640.3562869797
0.699567995672292,0.000132601108798079,9.27634919057954E-05,2.17399999451118E-09,1.99999999495049E-06,1,-7511.61427284998,-7751.60885818707
0.778780036792968,0.000131323901156665,0.000102272432574583,2.17399999451118E-09,1.99999999495049E-06,1,-5219.54872612013,-5112.74435005473
0.858691213253265,0.000130058392233107,0.000111679998620415,2.17399999451118E-09,1.99999999495049E-06,1,-3297.59230163691,-3258.51257571724
0.939301525053185,0.000128804422026719,0.000120986190043291,2.17399999451118E-09,1.99999999495049E-06,1,-1832.61554921629,-2119.62234087558
1.02061097219273,0.0001275618334413,0.000130191006843212,2.17399999451118E-09,1.99999999495049E-06,1,-1598.81516775102,-1437.71711530208
1.10261955467189,0.000126330472219519,0.000139294449020176,2.17399999451118E-09,1.99999999495049E-06,1,-1141.82796537347,-1018.3395003318
1.18532727249068,0.000125110186879084,0.000148296516574184,2.17399999451118E-09,1.99999999495049E-06,1,-749.55545286366,-749.19782534223
1.26873412564908,0.000123900828650616,0.000157197209505236,2.17399999451118E-09,1.99999999495049E-06,1,-613.951214879767,-568.829484822414
1.35284011414711,0.000122702251417185,0.000165996527813332,2.17399999451118E-09,1.99999999495049E-06,1,-461.691593658338,-443.116629994228
1.43764523798476,0.000121514311655463,0.000174694471498472,2.17399999451118E-09,1.99999999495049E-06,1,-221.769902850863,-352.442767990861
